fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;country;province;region_1;region_2;variety;winery
7.4;0.49;0.27;2.1;0.071;14;25;0.99388;3.35;0.63;12;6;Austria;Niederösterreich;;;Chardonnay;Weixelbaum
6.1;0.48;0.09;1.7;0.078;18;30;0.99402;3.45;0.54;11.2;6;US;California;Sonoma Coast;Sonoma;Chardonnay;Landmark
7.4;0.49;0.27;2.1;0.071;14;25;0.99388;3.35;0.63;12;6;US;Washington;Yakima Valley;Columbia Valley;Sauvignon Blanc;Mercer
8;0.48;0.34;2.2;0.073;16;25;0.9936;3.28;0.66;12.4;6;France;Rhône Valley;Costières de Nîmes;;Syrah;Michel Gassier
6.3;0.57;0.28;2.1;0.048;13;49;0.99374;3.41;0.6;12.8;5;Italy;Piedmont;Langhe;;Nebbiolo;Nada Fiorenzo
8.2;0.23;0.42;1.9;0.069;9;17;0.99376;3.21;0.54;12.3;6;US;Washington;Yakima Valley;Columbia Valley;Cabernet Franc;Barrage Cellars
9.1;0.3;0.41;2;0.068;10;24;0.99523;3.27;0.85;11.7;7;US;California;Yolo County;Central Valley;Zinfandel;Berryessa Gap
8.1;0.78;0.1;3.3;0.09;4;13;0.99855;3.36;0.49;9.5;5;US;California;Central Coast;Central Coast;Rhône-style Red Blend;Bonny Doon
10.8;0.47;0.43;2.1;0.171;27;66;0.9982;3.17;0.76;10.8;6;Italy;Tuscany;Vino Nobile di Montepulciano;;Red Blend;Carpineto
8.3;0.53;0;1.4;0.07;6;14;0.99593;3.25;0.64;10;6;Spain;Northern Spain;Ribera del Duero;;Tempranillo;Casajús
5.4;0.42;0.27;2;0.092;23;55;0.99471;3.78;0.64;12.3;7;Spain;Catalonia;Cava;;Sparkling Blend;Castellroig
7.9;0.33;0.41;1.5;0.056;6;35;0.99396;3.29;0.71;11;6;France;Rhône Valley;Costières de Nîmes;;Rhône-style Red Blend;Château d'Or et de Gueules
8.9;0.24;0.39;1.6;0.074;3;10;0.99698;3.12;0.59;9.5;6;US;Washington;Horse Heaven Hills;Columbia Valley;Sauvignon Blanc;Chateau Ste. Michelle
5;0.4;0.5;4.3;0.046;29;80;0.9902;3.49;0.66;13.6;6;Italy;Tuscany;Rosso di Montalcino;;Sangiovese;Citille di Sopra
7;0.69;0.07;2.5;0.091;15;21;0.99572;3.38;0.6;11.3;6;Spain;Northern Spain;Ribera del Duero;;Tempranillo;Condado de Oriza
7;0.69;0.07;2.5;0.091;15;21;0.99572;3.38;0.6;11.3;6;US;California;California;California Other;Merlot;Cookies & Cream
7;0.69;0.07;2.5;0.091;15;21;0.99572;3.38;0.6;11.3;6;US;California;Paso Robles;Central Coast;Zinfandel;Daou
7.1;0.39;0.12;2.1;0.065;14;24;0.99252;3.3;0.53;13.3;6;Italy;Tuscany;Rosso di Montepulciano;;Red Blend;Dei
5.6;0.66;0;2.5;0.066;7;15;0.99256;3.52;0.58;12.9;5;France;Southwest France;Gers;;White Blend;Domaine de Gensac
7.9;0.54;0.34;2.5;0.076;8;17;0.99235;3.2;0.72;13.1;8;France;France Other;Crémant de Jura;;Sparkling Blend;Domaine Rolet Père et Fils
6.6;0.5;0;1.8;0.062;21;28;0.99352;3.44;0.55;12.3;6;France;France Other;Vin de Liqueur;;Duras;Domaine Rotier
6.3;0.47;0;1.4;0.055;27;33;0.9922;3.45;0.48;12.3;6;US;New York;Seneca Lake;Finger Lakes;Riesling;Three Brothers
10.7;0.4;0.37;1.9;0.081;17;29;0.99674;3.12;0.65;11.2;6;US;Washington;Naches Heights;Columbia Valley;Pinot Gris;Wilridge
6.5;0.58;0;2.2;0.096;3;13;0.99557;3.62;0.62;11.5;4;US;Washington;Naches Heights;Columbia Valley;Red Blend;Wilridge
8.8;0.24;0.35;1.7;0.055;13;27;0.99394;3.14;0.59;11.3;7;US;California;Sonoma Mountain;Sonoma;Pinot Noir;Belden Barns
5.8;0.29;0.26;1.7;0.063;3;11;0.9915;3.39;0.54;13.5;6;France;Bordeaux;Haut-Médoc;;Bordeaux-style Red Blend;Château du Retout
6.3;0.76;0;2.9;0.072;26;52;0.99379;3.51;0.6;11.5;6;France;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château la Gravette Lacombe
10;0.43;0.33;2.7;0.095;28;89;0.9984;3.22;0.68;10;5;France;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château Méric
10.5;0.43;0.35;3.3;0.092;24;70;0.99798;3.21;0.69;10.5;6;Chile;Maule Valley;;;Malbec;Apaltagua
9.1;0.6;0;1.9;0.058;5;10;0.9977;3.18;0.63;10.4;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;In Re
5.9;0.19;0.21;1.7;0.045;57;135;0.99341;3.32;0.44;9.5;5;New Zealand;Marlborough;;;Sauvignon Blanc;Chasing Venus
7.4;0.36;0.34;1.8;0.075;18;38;0.9933;3.38;0.88;13.6;7;France;Bordeaux;Bordeaux;;Bordeaux-style Red Blend;Château les Joyeuses
7.2;0.48;0.07;5.5;0.089;10;18;0.99684;3.37;0.68;11.2;7;France;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château Monfort Bellevue
8.5;0.28;0.35;1.7;0.061;6;15;0.99524;3.3;0.74;11.8;7;France;Bordeaux;Bordeaux Supérieur;;Bordeaux-style Red Blend;Château Vrai Caillou
8;0.25;0.43;1.7;0.067;22;50;0.9946;3.38;0.6;11.9;6;Chile;Chile;;;Sauvignon Blanc;Concha y Toro
10.4;0.52;0.45;2;0.08;6;13;0.99774;3.22;0.76;11.4;6;US;California;Napa Valley;Napa;Red Blend;Experience
10.4;0.52;0.45;2;0.08;6;13;0.99774;3.22;0.76;11.4;6;Italy;Sicily & Sardinia;Terre Siciliane;;Nero d'Avola;Cantine Grasso
7.5;0.41;0.15;3.7;0.104;29;94;0.99786;3.14;0.58;9.1;5;Italy;Southern Italy;Basilicata;;Rosato;Grifalco
8.2;0.51;0.24;2;0.079;16;86;0.99764;3.34;0.64;9.5;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Madrigal
7.3;0.4;0.3;1.7;0.08;33;79;0.9969;3.41;0.65;9.5;6;US;New York;Hudson River Region;New York Other;Chardonnay;Millbrook
8.2;0.38;0.32;2.5;0.08;24;71;0.99624;3.27;0.85;11;6;Chile;Leyda Valley;;;Chardonnay;Santa Rita
6.9;0.45;0.11;2.4;0.043;6;12;0.99354;3.3;0.65;11.4;6;US;California;Lodi;Central Valley;Chardonnay;Scotto Family Cellars
7;0.22;0.3;1.8;0.065;16;20;0.99672;3.61;0.82;10;6;US;California;Mendocino;;Zinfandel;Spicy Vines
7.3;0.32;0.23;2.3;0.066;35;70;0.99588;3.43;0.62;10.1;5;US;California;Napa Valley;Napa;Meritage;Kirkland Signature
8.2;0.2;0.43;2.5;0.076;31;51;0.99672;3.53;0.81;10.4;6;France;Bordeaux;Bordeaux;;Bordeaux-style Red Blend;Les Vignerons Réunis de Monségur
7.8;0.5;0.12;1.8;0.178;6;21;0.996;3.28;0.87;9.8;6;Italy;Southern Italy;Campania;;Rosato;Nugnes
10;0.41;0.45;6.2;0.071;6;14;0.99702;3.21;0.49;11.8;7;US;Washington;Columbia Valley (WA);Columbia Valley;Merlot;Barnard Griffin
7.8;0.39;0.42;2;0.086;9;21;0.99526;3.39;0.66;11.6;6;Italy;Sicily & Sardinia;Sicilia;;Nero d'Avola;Cantine Grasso
10;0.35;0.47;2;0.061;6;11;0.99585;3.23;0.52;12;6;France;Bordeaux;Médoc;;Bordeaux-style Red Blend;Château les Lattes
8.2;0.33;0.32;2.8;0.067;4;12;0.99473;3.3;0.76;12.8;7;Chile;Central Valley;;;Carmenère;Concha y Toro
6.1;0.58;0.23;2.5;0.044;16;70;0.99352;3.46;0.65;12.5;6;US;New York;New York;New York Other;White Blend;Ports of New York
8.3;0.6;0.25;2.2;0.118;9;38;0.99616;3.15;0.53;9.8;5;US;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Whitman Cellars
9.6;0.42;0.35;2.1;0.083;17;38;0.99622;3.23;0.66;11.1;6;Austria;Südoststeiermark;;;Weissburgunder;Winkler-Hermaden
6.6;0.58;0;2.2;0.1;50;63;0.99544;3.59;0.68;11.4;6;Australia;South Australia;Clare Valley;;Shiraz;Fire Block
8.3;0.6;0.25;2.2;0.118;9;38;0.99616;3.15;0.53;9.8;5;Greece;Corinth;;;Roditis;Palivou
8.5;0.18;0.51;1.75;0.071;45;88;0.99524;3.33;0.76;11.8;7;Austria;Kremstal;;;Grüner Veltliner;Felsner
5.1;0.51;0.18;2.1;0.042;16;101;0.9924;3.46;0.87;12.9;7;US;California;Mendocino;;Petite Sirah;Gemella
6.7;0.41;0.43;2.8;0.076;22;54;0.99572;3.42;1.16;10.6;6;Austria;Burgenland;;;Blaufränkisch;Gunter Triebaumer
10.2;0.41;0.43;2.2;0.11;11;37;0.99728;3.16;0.67;10.8;5;Austria;Burgenland;;;Traminer;Gunter Triebaumer
10.6;0.36;0.57;2.3;0.087;6;20;0.99676;3.14;0.72;11.1;7;Greece;Halkidiki;;;White Blend;Tsantali
8.8;0.45;0.43;1.4;0.076;12;21;0.99551;3.21;0.75;10.2;6;Italy;Veneto;Prosecco del Veneto;;Prosecco;Bisol
8.5;0.32;0.42;2.3;0.075;12;19;0.99434;3.14;0.71;11.8;7;Italy;Veneto;Prosecco di Conegliano;;Prosecco;Carmina
9;0.785;0.24;1.7;0.078;10;21;0.99692;3.29;0.67;10;5;Italy;Veneto;Prosecco di Conegliano;;Prosecco;Carpenè Malvolti
9;0.785;0.24;1.7;0.078;10;21;0.99692;3.29;0.67;10;5;Italy;Veneto;Prosecco di Valdobbiadene;;Prosecco;Col Saliz
8.5;0.44;0.5;1.9;0.369;15;38;0.99634;3.01;1.1;9.4;5;US;California;Napa-Sonoma;Napa-Sonoma;Cabernet Sauvignon;Ghost Pines
9.9;0.54;0.26;2;0.111;7;60;0.99709;2.94;0.98;10.2;5;US;California;Sonoma Valley;Sonoma;Merlot;Wellington
8.2;0.33;0.39;2.5;0.074;29;48;0.99528;3.32;0.88;12.4;7;Italy;Veneto;Prosecco del Veneto;;Prosecco;Zonin
6.5;0.34;0.27;2.8;0.067;8;44;0.99384;3.21;0.56;12;6;US;Washington;Columbia Valley (WA);Columbia Valley;Bordeaux-style Red Blend;Lost River
7.6;0.5;0.29;2.3;0.086;5;14;0.99502;3.32;0.62;11.5;6;Italy;Veneto;Prosecco del Veneto;;Prosecco;Toffoli
9.2;0.36;0.34;1.6;0.062;5;12;0.99667;3.2;0.67;10.5;6;Argentina;Mendoza Province;Mendoza;;Chardonnay;Trapiche
7.1;0.59;0;2.2;0.078;26;44;0.99522;3.42;0.68;10.8;6;Germany;Rheinhessen;;;Riesling;Louis Guntrum
9.7;0.42;0.46;2.1;0.074;5;16;0.99649;3.27;0.74;12.3;6;US;California;Sonoma Coast;Sonoma;Pinot Noir;Pali
7.6;0.36;0.31;1.7;0.079;26;65;0.99716;3.46;0.62;9.5;6;US;California;Russian River Valley;Sonoma;Pinot Noir;Robert Stemmler
7.6;0.36;0.31;1.7;0.079;26;65;0.99716;3.46;0.62;9.5;6;Argentina;Mendoza Province;Mendoza;;Merlot;Rutini
6.5;0.61;0;2.2;0.095;48;59;0.99541;3.61;0.7;11.5;6;Austria;Burgenland;;;Grüner Veltliner;Schloss Halbturn
6.5;0.88;0.03;5.6;0.079;23;47;0.99572;3.58;0.5;11.2;4;Italy;Veneto;Prosecco di Valdobbiadene;;Prosecco;Spagnol
7.1;0.66;0;2.4;0.052;6;11;0.99318;3.35;0.66;12.7;7;Portugal;Douro;;;Rosé;Wines & Winemakers
5.6;0.915;0;2.1;0.041;17;78;0.99346;3.68;0.73;11.4;5;Argentina;Mendoza Province;Valle de Uco;;Cabernet Sauvignon;Zolo
8.2;0.35;0.33;2.4;0.076;11;47;0.99599;3.27;0.81;11;6;France;Burgundy;Crémant de Bourgogne;;Sparkling Blend;Bailly-Lapierre
8.2;0.35;0.33;2.4;0.076;11;47;0.99599;3.27;0.81;11;6;US;California;Anderson Valley;;Pinot Gris;Balo
9.8;0.39;0.43;1.65;0.068;5;11;0.99478;3.19;0.46;11.4;5;Italy;Piedmont;Barbaresco;;Nebbiolo;Bel Colle
10.2;0.4;0.4;2.5;0.068;41;54;0.99754;3.38;0.86;10.5;6;Australia;South Australia;South Australia;;Sauvignon Blanc;Beresford
6.8;0.66;0.07;1.6;0.07;16;61;0.99572;3.29;0.6;9.3;5;Italy;Piedmont;Barolo;;Nebbiolo;Boasso
6.7;0.64;0.23;2.1;0.08;11;119;0.99538;3.36;0.7;10.9;5;Italy;Piedmont;Barolo;;Nebbiolo;Broccardo
7;0.43;0.3;2;0.085;6;39;0.99346;3.33;0.46;11.9;6;Portugal;Alentejo;;;Portuguese Red;Casa Agricola Santos Jorge
6.6;0.8;0.03;7.8;0.079;6;12;0.9963;3.52;0.5;12.2;5;France;Burgundy;Mâcon-Villages;;Chardonnay;Cave des Vignerons de Buxy
7;0.43;0.3;2;0.085;6;39;0.99346;3.33;0.46;11.9;6;Turkey;Thrace;;;Papaskarasi;Chamlija
6.7;0.64;0.23;2.1;0.08;11;119;0.99538;3.36;0.7;10.9;5;France;Burgundy;Saint-Véran;;Chardonnay;Château de Fuissé
8.8;0.955;0.05;1.8;0.075;5;19;0.99616;3.3;0.44;9.6;4;France;Burgundy;Chassagne-Montrachet;;Chardonnay;Château de Santenay
9.1;0.4;0.57;4.6;0.08;6;20;0.99652;3.28;0.57;12.5;6;US;California;California;California Other;Chardonnay;Chime
6.5;0.885;0;2.3;0.166;6;12;0.99551;3.56;0.51;10.8;5;France;Burgundy;Pouilly-Fuissé;;Chardonnay;Christophe Cordier
7.2;0.25;0.37;2.5;0.063;11;41;0.99439;3.52;0.8;12.4;7;France;France Other;Vin de France;;Tannat-Syrah;Famille Laplace
6.4;0.885;0;2.3;0.166;6;12;0.99551;3.56;0.51;10.8;5;Argentina;Mendoza Province;Mendoza;;Malbec;Finca Lalande
7;0.745;0.12;1.8;0.114;15;64;0.99588;3.22;0.59;9.5;6;Argentina;Mendoza Province;Mendoza;;Malbec;Altos Las Hormigas
6.2;0.43;0.22;1.8;0.078;21;56;0.99633;3.52;0.6;9.5;6;Argentina;Mendoza Province;Vista Flores;;Bordeaux-style Red Blend;Antucura
7.9;0.58;0.23;2.3;0.076;23;94;0.99686;3.21;0.58;9.5;6;US;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Aubichon Cellars
7.7;0.57;0.21;1.5;0.069;4;9;0.99458;3.16;0.54;9.8;6;Italy;Piedmont;Barbaresco;;Nebbiolo;Battaglio
7.7;0.26;0.26;2;0.052;19;77;0.9951;3.15;0.79;10.9;6;Australia;Victoria;Goulburn Valley;;Marsanne-Roussanne;Ben Haines
7.9;0.58;0.23;2.3;0.076;23;94;0.99686;3.21;0.58;9.5;6;Australia;South Australia;South Australia;;Pinot Grigio;Beresford
7.7;0.57;0.21;1.5;0.069;4;9;0.99458;3.16;0.54;9.8;6;Germany;Pfalz;;;Riesling;Blue Fish
7.9;0.34;0.36;1.9;0.065;5;10;0.99419;3.27;0.54;11.2;7;France;Burgundy;Pouilly-Fuissé;;Chardonnay;Bouchard Père & Fils
8.6;0.42;0.39;1.8;0.068;6;12;0.99516;3.35;0.69;11.7;8;US;Texas;Texas;;Tempranillo;Brennan
9.9;0.74;0.19;5.8;0.111;33;76;0.99878;3.14;0.55;9.4;5;US;California;California;California Other;Zinfandel;Cambridge & Sunset
7.2;0.36;0.46;2.1;0.074;24;44;0.99534;3.4;0.85;11;7;Portugal;Lisboa;;;Portuguese Red;Casca Wines
7.2;0.36;0.46;2.1;0.074;24;44;0.99534;3.4;0.85;11;7;Italy;Piedmont;Barolo;;Nebbiolo;Cascina Chicco
7.2;0.36;0.46;2.1;0.074;24;44;0.99534;3.4;0.85;11;7;US;Oregon;Willamette Valley;Willamette Valley;Chardonnay;Coelho
9.9;0.72;0.55;1.7;0.136;24;52;0.99752;3.35;0.94;10;5;Italy;Piedmont;Barolo;;Nebbiolo;Poderi Colla
7.2;0.36;0.46;2.1;0.074;24;44;0.99534;3.4;0.85;11;7;Portugal;Douro;;;Portuguese Red;Quinta da Foz
6.2;0.39;0.43;2;0.071;14;24;0.99428;3.45;0.87;11.2;7;US;California;Anderson Valley;;Sparkling Blend;Roederer Estate
6.8;0.65;0.02;2.1;0.078;8;15;0.99498;3.35;0.62;10.4;6;US;California;Alexander Valley;Sonoma;Cabernet Sauvignon;St. Francis
6.6;0.44;0.15;2.1;0.076;22;53;0.9957;3.32;0.62;9.3;5;US;California;Yountville;Napa;Bordeaux-style Red Blend;Tamber Bey
6.8;0.65;0.02;2.1;0.078;8;15;0.99498;3.35;0.62;10.4;6;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Tantara
9.6;0.38;0.42;1.9;0.071;5;13;0.99659;3.15;0.75;10.5;6;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Westerly
10.2;0.33;0.46;1.9;0.081;6;9;0.99628;3.1;0.48;10.4;6;US;California;Bennett Valley;Sonoma;Sauvignon Blanc;Aesthete
8.8;0.27;0.46;2.1;0.095;20;29;0.99488;3.26;0.56;11.3;6;Portugal;Douro;;;Portuguese Red;Bacalhôa Wines of Portugal
7.9;0.57;0.31;2;0.079;10;79;0.99677;3.29;0.69;9.5;6;US;California;Paso Robles Willow Creek District;Central Coast;Syrah;Barton
8.2;0.34;0.37;1.9;0.057;43;74;0.99408;3.23;0.81;12;6;Italy;Piedmont;;;Barbera;Bava
8.2;0.4;0.31;1.9;0.082;8;24;0.996;3.24;0.69;10.6;6;Italy;Central Italy;Verdicchio dei Castelli di Jesi Classico;;Verdicchio;Bucci
9;0.39;0.4;1.3;0.044;25;50;0.99478;3.2;0.83;10.9;6;US;California;Santa Barbara County;Central Coast;Syrah;Central Coast Group Project
10.9;0.32;0.52;1.8;0.132;17;44;0.99734;3.28;0.77;11.5;6;France;Bordeaux;Saint-Émilion;;Bordeaux-style Red Blend;Château Tour Grand Faurie
10.9;0.32;0.52;1.8;0.132;17;44;0.99734;3.28;0.77;11.5;6;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Fess Parker
8.1;0.53;0.22;2.2;0.078;33;89;0.99678;3.26;0.46;9.6;6;US;California;Ballard Canyon;Central Coast;Syrah;Hecho por Ruben
10.5;0.36;0.47;2.2;0.074;9;23;0.99638;3.23;0.76;12;6;US;California;Green Valley;Sonoma;Sparkling Blend;Iron Horse
12.6;0.39;0.49;2.5;0.08;8;20;0.9992;3.07;0.82;10.3;6;Portugal;Alentejo;;;Portuguese Red;J. Portugal Ramos
9.2;0.46;0.23;2.6;0.091;18;77;0.99922;3.15;0.51;9.4;5;US;California;Suisun Valley;North Coast;Charbono;Judd's Hill
7.5;0.58;0.03;4.1;0.08;27;46;0.99592;3.02;0.47;9.2;5;US;California;Russian River Valley;Sonoma;Chardonnay;Longboard
9;0.58;0.25;2;0.104;8;21;0.99769;3.27;0.72;9.6;5;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Piro
5.1;0.42;0;1.8;0.044;18;88;0.99157;3.68;0.73;13.6;7;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Point & Line
7.6;0.43;0.29;2.1;0.075;19;66;0.99718;3.4;0.64;9.5;5;Portugal;Douro;;;Portuguese Red;Secret Spot Wines
7.7;0.18;0.34;2.7;0.066;15;58;0.9947;3.37;0.78;11.8;6;US;California;Sta. Rita Hills;Central Coast;Pinot Noir;Tantara
7.8;0.815;0.01;2.6;0.074;48;90;0.99621;3.38;0.62;10.8;5;US;California;Monterey;Central Coast;Red Blend;White Hart Wine
7.6;0.43;0.29;2.1;0.075;19;66;0.99718;3.4;0.64;9.5;5;US;California;Alexander Valley;Sonoma;Tempranillo;Artesa
10.2;0.23;0.37;2.2;0.057;14;36;0.99614;3.23;0.49;9.3;4;US;California;Russian River Valley;Sonoma;Pinot Noir;Balletto
7.1;0.75;0.01;2.2;0.059;11;18;0.99242;3.39;0.4;12.8;6;US;California;Santa Maria Valley;Central Coast;Pinot Noir;Bien Nacido
6;0.33;0.32;12.9;0.054;6;113;0.99572;3.3;0.56;11.5;4;US;California;Central Coast;Central Coast;Red Blend;Bodega de Edgar
7.8;0.55;0;1.7;0.07;7;17;0.99659;3.26;0.64;9.4;6;US;California;Santa Maria Valley;Central Coast;Chardonnay;Cambria
7.1;0.75;0.01;2.2;0.059;11;18;0.99242;3.39;0.4;12.8;6;Italy;Tuscany;Chianti Classico;;Sangiovese;Agricoltori del Chianti Geografico
8.1;0.73;0;2.5;0.081;12;24;0.99798;3.38;0.46;9.6;4;France;Bordeaux;Bordeaux;;Bordeaux-style Red Blend;Barrière Frères
6.5;0.67;0;4.3;0.057;11;20;0.99488;3.45;0.56;11.8;4;Italy;Tuscany;Chianti Classico;;Sangiovese;Castellare di Castellina
7.5;0.61;0.2;1.7;0.076;36;60;0.99494;3.1;0.4;9.3;5;France;Bordeaux;Montagne-Saint-Émilion;;Bordeaux-style Red Blend;Château la Grande Barthe
9.8;0.37;0.39;2.5;0.079;28;65;0.99729;3.16;0.59;9.8;5;US;Washington;Columbia Valley (WA);Columbia Valley;Chardonnay;Chateau Ste. Michelle
9;0.4;0.41;2;0.058;15;40;0.99414;3.22;0.6;12.2;6;South Africa;Robertson;;;Chardonnay;Danie de Wet
8.3;0.56;0.22;2.4;0.082;10;86;0.9983;3.37;0.62;9.5;5;Germany;Pfalz;;;Pinot Blanc;Dr. Wehrheim
5.9;0.29;0.25;13.4;0.067;72;160;0.99721;3.33;0.54;10.3;6;US;California;Napa Valley;Napa;Bordeaux-style Red Blend;Erba
7.4;0.55;0.19;1.8;0.082;15;34;0.99655;3.49;0.68;10.5;5;South Africa;Stellenbosch;;;Sauvignon Blanc;Mulderbosch
7.4;0.74;0.07;1.7;0.086;15;48;0.99502;3.12;0.48;10;5;US;California;Rutherford;Napa;Cabernet Sauvignon;Provenance Vineyards
7.4;0.55;0.19;1.8;0.082;15;34;0.99655;3.49;0.68;10.5;5;South Africa;Robertson;;;Sauvignon Blanc;Rietvallei Estate Wine
6.9;0.41;0.33;2.2;0.081;22;36;0.9949;3.41;0.75;11.1;6;US;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Sol Duc
7.1;0.6;0.01;2.3;0.079;24;37;0.99514;3.4;0.61;10.9;6;US;Washington;Columbia Valley (WA);Columbia Valley;Red Blend;Horan Estates
7.1;0.6;0.01;2.3;0.079;24;37;0.99514;3.4;0.61;10.9;6;Italy;Tuscany;Chianti Classico;;Sangiovese;Lamole di Lamole
7.5;0.58;0.14;2.2;0.077;27;60;0.9963;3.28;0.59;9.8;5;Germany;Pfalz;;;Riesling;Leo
7.1;0.72;0;1.8;0.123;6;14;0.99627;3.45;0.58;9.8;5;Germany;Pfalz;;;Silvaner;Villa Wolf
7.9;0.66;0;1.4;0.096;6;13;0.99569;3.43;0.58;9.5;5;US;Washington;Washington;Washington Other;Chardonnay;Washington Hills
7.8;0.7;0.06;1.9;0.079;20;35;0.99628;3.4;0.69;10.9;5;US;Washington;Columbia Valley (WA);Columbia Valley;Chardonnay;Washington Hills
6.1;0.64;0.02;2.4;0.069;26;46;0.99358;3.47;0.45;11;5;South Africa;Stellenbosch;;;Merlot;Guardian Peak
7.5;0.59;0.22;1.8;0.082;43;60;0.99499;3.1;0.42;9.2;5;US;California;Napa Valley;Napa;Cabernet Sauvignon;Bell
7;0.58;0.28;4.8;0.085;12;69;0.99633;3.32;0.7;11;6;Spain;Northern Spain;Rioja;;Tempranillo;Cameron Hughes
6.8;0.64;0;2.7;0.123;15;33;0.99538;3.44;0.63;11.3;6;Italy;Tuscany;Brunello di Montalcino;;Sangiovese Grosso;Caparzo
6.8;0.64;0;2.7;0.123;15;33;0.99538;3.44;0.63;11.3;6;Spain;Central Spain;La Mancha;;Tempranillo;Venta Morales
8.6;0.635;0.68;1.8;0.403;19;56;0.99632;3.02;1.15;9.3;5;Italy;Sicily & Sardinia;Sicilia;;White Blend;Firriato
6.3;1.02;0;2;0.083;17;24;0.99437;3.59;0.55;11.2;4;Italy;Sicily & Sardinia;Sicilia;;Red Blend;Fondo Antico
9.8;0.45;0.38;2.5;0.081;34;66;0.99726;3.15;0.58;9.8;5;US;California;Contra Costa County;Central Coast;Viognier;Hannah Nicole Vineyards
8.2;0.78;0;2.2;0.089;13;26;0.9978;3.37;0.46;9.6;4;US;New York;Cayuga Lake;Finger Lakes;Riesling;Hosmer
8.5;0.37;0.32;1.8;0.066;26;51;0.99456;3.38;0.72;11.8;6;US;California;Russian River Valley;Sonoma;Pinot Noir;Ancient Oak Cellars
7.2;0.57;0.05;2.3;0.081;16;36;0.99564;3.38;0.6;10.3;6;Israel;Dan;;;Merlot-Argaman;Barkan
7.2;0.57;0.05;2.3;0.081;16;36;0.99564;3.38;0.6;10.3;6;US;Michigan;Michigan;;Riesling;Black Star Farms
10.4;0.43;0.5;2.3;0.068;13;19;0.996;3.1;0.87;11.4;6;US;California;California;California Other;Cabernet Franc;Cosentino
6.9;0.41;0.31;2;0.079;21;51;0.99668;3.47;0.55;9.5;6;Italy;Sicily & Sardinia;Sicilia;;Insolia;Cusumano
5.5;0.49;0.03;1.8;0.044;28;87;0.9908;3.5;0.82;14;8;Spain;Galicia;Rías Baixas;;Albariño;Lusco
5;0.38;0.01;1.6;0.048;26;60;0.99084;3.7;0.75;14;6;US;California;Napa Valley;Napa;Cabernet Sauvignon;Markham
7.3;0.44;0.2;1.6;0.049;24;64;0.9935;3.38;0.57;11.7;6;US;California;Lodi;Central Valley;Petite Sirah;Michael David
5.9;0.46;0;1.9;0.077;25;44;0.99385;3.5;0.53;11.2;5;Italy;Sicily & Sardinia;Sicilia;;Nero d'Avola;Maggiovini
7.5;0.58;0.2;2;0.073;34;44;0.99494;3.1;0.43;9.3;5;US;California;Russian River Valley;Sonoma;Chardonnay;La Merika
7.8;0.58;0.13;2.1;0.102;17;36;0.9944;3.24;0.53;11.2;6;Italy;Sicily & Sardinia;Sicilia;;Chardonnay;Masseria del Feudo Grottarossa
8;0.715;0.22;2.3;0.075;13;81;0.99688;3.24;0.54;9.5;6;US;California;Napa Valley;Napa;Merlot;Napa Family Vineyards
8.5;0.4;0.4;6.3;0.05;3;10;0.99566;3.28;0.56;12;4;US;California;Sonoma Valley;Sonoma;Cabernet Sauvignon;Petroni
7;0.69;0;1.9;0.114;3;10;0.99636;3.35;0.6;9.7;6;US;California;Sonoma Valley;Sonoma;Sauvignon Blanc;Petroni
8;0.715;0.22;2.3;0.075;13;81;0.99688;3.24;0.54;9.5;6;Italy;Sicily & Sardinia;Sicilia;;Nero d'Avola;Resonata
9.8;0.3;0.39;1.7;0.062;3;9;0.9948;3.14;0.57;11.5;7;Portugal;Vinho Verde;;;Portuguese White;Aveleda
7.1;0.46;0.2;1.9;0.077;28;54;0.9956;3.37;0.64;10.4;6;Spain;Central Spain;Uclés;;Tempranillo;Bodegas Fontana
7.1;0.46;0.2;1.9;0.077;28;54;0.9956;3.37;0.64;10.4;6;Spain;Northern Spain;Ribera del Duero;;Tempranillo;Bodegas Peñafiel
7.9;0.765;0;2;0.084;9;22;0.99619;3.33;0.68;10.9;6;US;New York;New York;New York Other;Riesling;Brotherhood
8.7;0.63;0.28;2.7;0.096;17;69;0.99734;3.26;0.63;10.2;6;Italy;Sicily & Sardinia;Sicilia;;Nero d'Avola;Calatrasi
7;0.42;0.19;2.3;0.071;18;36;0.99476;3.39;0.56;10.9;5;France;Burgundy;Mâcon-Villages;;Chardonnay;Cave de Lugny
